date,trade_date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
9/01,2026-09-01,0051,國泰-敦南,8888,1,4,-3,4.17,8,sell
9/01,2026-09-01,0051,群益金鼎-天母,0039003100380050,1,0,1,1.39,9,buy
9/01,2026-09-01,0051,國泰-台中,8882,4,6,-2,2.78,9,sell
9/01,2026-09-01,0051,富邦-內湖,9627,1,0,1,1.39,10,buy
9/01,2026-09-01,0051,第一金-安和,003500330038006a,0,2,-2,2.78,10,sell
9/01,2026-09-01,0051,康和-板橋,0038003400350044,1,0,1,1.39,11,buy
9/01,2026-09-01,0051,永全證券,6450,0,2,-2,2.78,11,sell
9/01,2026-09-01,0051,台新-宜蘭,0039004200320055,1,0,1,1.39,12,buy
9/01,2026-09-01,0051,國泰-台南,8884,0,1,-1,1.39,12,sell
9/01,2026-09-01,0051,永豐金-中正,0039004100390055,2,2,0,0.0,13,buy
9/01,2026-09-01,0051,華南永昌-台中,9302,0,1,-1,1.39,13,sell
9/01,2026-09-01,0051,凱基-台中,9204,0,0,0,0.0,14,buy
9/01,2026-09-01,0051,凱基-中山,9229,0,1,-1,1.39,14,sell
9/01,2026-09-01,0051,凱基,9200,0,0,0,0.0,15,buy
9/01,2026-09-01,0051,元大-斗六,0039003800300043,0,1,-1,1.39,15,sell
9/01,2026-09-01,0052,凱基-台北,9268,10141,245,9896,42.18,1,buy
9/01,2026-09-01,0052,國泰-敦南,8888,160,1118,-958,4.08,1,sell
9/01,2026-09-01,0052,元大證券,9800,3191,432,2759,11.76,2,buy
9/01,2026-09-01,0052,中國信託,6160,117,605,-488,2.08,2,sell
9/01,2026-09-01,0052,中國信託-新竹,6165,1539,26,1513,6.45,3,buy
9/01,2026-09-01,0052,台新-高雄,0039004200310067,1,331,-330,1.41,3,sell
9/01,2026-09-01,0052,永豐金證券,0039004100300030,2363,874,1489,6.35,4,buy
9/01,2026-09-01,0052,永豐金-板新,003900410039004a,6,239,-233,0.99,4,sell
9/01,2026-09-01,0052,新加坡商瑞銀,1650,1434,496,938,4.0,5,buy
9/01,2026-09-01,0052,國泰-台中,8882,25,234,-209,0.89,5,sell
9/01,2026-09-01,0052,台新,0039004200300030,631,251,380,1.62,6,buy
9/01,2026-09-01,0052,台新-成功,003900420032006d,0,196,-196,0.84,6,sell
9/01,2026-09-01,0052,富邦證券,9600,330,117,213,0.91,7,buy
9/01,2026-09-01,0052,新光,8560,12,184,-172,0.73,7,sell
9/01,2026-09-01,0052,康和,8450,305,98,207,0.88,8,buy
9/01,2026-09-01,0052,富邦-中壢,9636,35,200,-165,0.7,8,sell
9/01,2026-09-01,0052,永豐金-忠孝,0039004100390044,204,17,187,0.8,9,buy
9/01,2026-09-01,0052,富邦-仁愛,9676,14,167,-153,0.65,9,sell
9/01,2026-09-01,0052,群益金鼎,9100,209,52,157,0.67,10,buy
9/01,2026-09-01,0052,臺銀,1040,4,157,-153,0.65,10,sell
9/01,2026-09-01,0052,兆豐-員林,003700300030006b,115,17,98,0.42,11,buy
9/01,2026-09-01,0052,國泰-板橋,003800380038004b,13,156,-143,0.61,11,sell
9/01,2026-09-01,0052,國泰證券,8880,111,16,95,0.4,12,buy
9/01,2026-09-01,0052,元大-龍潭,9858,11,147,-136,0.58,12,sell
9/01,2026-09-01,0052,第一金-高雄,5383,100,6,94,0.4,13,buy
9/01,2026-09-01,0052,國泰-桃園,8885,12,146,-134,0.57,13,sell
9/01,2026-09-01,0052,富邦-七賢,003900360031004b,51,13,38,0.16,14,buy
9/01,2026-09-01,0052,元大-和平,9863,1,128,-127,0.54,14,sell
9/01,2026-09-01,0052,大昌-新店,6464,51,21,30,0.13,15,buy
9/01,2026-09-01,0052,兆豐-桃園,003700300030004d,0,122,-122,0.52,15,sell
9/01,2026-09-01,0055,元大-大同,0039003800390047,45,0,45,11.84,1,buy
9/01,2026-09-01,0055,永豐金證券,0039004100300030,6,88,-82,21.58,1,sell
9/01,2026-09-01,0055,凱基-台北,9268,45,27,18,4.74,2,buy
9/01,2026-09-01,0055,元大證券,9800,65,86,-21,5.53,2,sell
9/01,2026-09-01,0055,富邦-宜蘭,9686,14,0,14,3.68,3,buy
9/01,2026-09-01,0055,群益金鼎-瑞豐,0039003100380075,0,20,-20,5.26,3,sell
9/01,2026-09-01,0055,元大-東泰,9817,9,0,9,2.37,4,buy
9/01,2026-09-01,0055,永豐金-中和,0039004100390042,0,10,-10,2.63,4,sell
9/01,2026-09-01,0055,中國信託,6160,10,2,8,2.11,5,buy
9/01,2026-09-01,0055,永豐金-員林,0039004100390043,6,13,-7,1.84,5,sell
9/01,2026-09-01,0055,臺銀,1040,7,0,7,1.84,6,buy
9/01,2026-09-01,0055,兆豐-南門,0037003000300067,0,5,-5,1.32,6,sell
9/01,2026-09-01,0055,華南永昌-基隆,9322,7,0,7,1.84,7,buy
9/01,2026-09-01,0055,凱基-台南,9211,0,5,-5,1.32,7,sell
9/01,2026-09-01,0055,宏遠-館前,0031003200360055,7,0,7,1.84,8,buy
9/01,2026-09-01,0055,凱基-內湖,9287,0,5,-5,1.32,8,sell
9/01,2026-09-01,0055,富邦-陽明,9604,11,5,6,1.58,9,buy
9/01,2026-09-01,0055,台新,0039004200300030,2,5,-3,0.79,9,sell
9/01,2026-09-01,0055,元大-館前,003900380034004b,6,0,6,1.58,10,buy
9/01,2026-09-01,0055,兆豐-松德,0037003000300069,0,3,-3,0.79,10,sell
9/01,2026-09-01,0055,凱基-屏東,0039003200320043,5,0,5,1.32,11,buy
9/01,2026-09-01,0055,富邦-羅東,9634,0,3,-3,0.79,11,sell
9/01,2026-09-01,0055,凱基-中山,9229,5,0,5,1.32,12,buy
9/01,2026-09-01,0055,元大-北屯,0039003800390064,0,3,-3,0.79,12,sell
9/01,2026-09-01,0055,永豐金-市政,0039004100390057,5,0,5,1.32,13,buy
9/01,2026-09-01,0055,臺銀-民權,1043,0,2,-2,0.53,13,sell
9/01,2026-09-01,0055,元大-鳳中,0039003800350043,19,14,5,1.32,14,buy
9/01,2026-09-01,0055,元大-東港,0039003800390066,0,2,-2,0.53,14,sell
9/01,2026-09-01,0055,元大-竹北,0039003800310042,5,0,5,1.32,15,buy
9/01,2026-09-01,0055,富邦-仁愛,9676,0,2,-2,0.53,15,sell
9/01,2026-09-01,0056,元大證券,9800,6338,188,6150,21.61,1,buy
9/01,2026-09-01,0056,中國信託,6160,310,2983,-2673,9.39,1,sell
9/01,2026-09-01,0056,永豐金證券,0039004100300030,4611,334,4277,15.03,2,buy
9/01,2026-09-01,0056,凱基-台北,9268,2136,3677,-1541,5.42,2,sell
9/01,2026-09-01,0056,富邦證券,9600,1682,78,1604,5.64,3,buy
9/01,2026-09-01,0056,兆豐-新竹,0037003000300056,65,937,-872,3.06,3,sell
9/01,2026-09-01,0056,摩根大通,8440,507,0,507,1.78,4,buy
9/01,2026-09-01,0056,國泰-敦南,8888,514,966,-452,1.59,4,sell
9/01,2026-09-01,0056,花旗環球,1590,370,0,370,1.3,5,buy
9/01,2026-09-01,0056,國票-天祥,0037003700390056,2,368,-366,1.29,5,sell
9/01,2026-09-01,0056,國泰證券,8880,378,12,366,1.29,6,buy
9/01,2026-09-01,0056,國泰-台中,8882,159,478,-319,1.12,6,sell
9/01,2026-09-01,0056,元大-苑裡,0039003800390061,171,30,141,0.5,7,buy
9/01,2026-09-01,0056,台新-高雄,0039004200310067,39,291,-252,0.89,7,sell
9/01,2026-09-01,0056,致和-崇德,0037003000330042,102,5,97,0.34,8,buy
9/01,2026-09-01,0056,台新,0039004200300030,115,360,-245,0.86,8,sell
9/01,2026-09-01,0056,玉山-新莊,8842,121,32,89,0.31,9,buy
9/01,2026-09-01,0056,玉山證券,8840,60,297,-237,0.83,9,sell
9/01,2026-09-01,0056,合庫-自強,0031003000320043,100,14,86,0.3,10,buy
9/01,2026-09-01,0056,國泰-館前,0038003800380041,107,332,-225,0.79,10,sell
9/01,2026-09-01,0056,群益金鼎-東大,9135,103,18,85,0.3,11,buy
9/01,2026-09-01,0056,富邦-新竹,9647,56,248,-192,0.67,11,sell
9/01,2026-09-01,0056,玉山-板橋,8846,81,5,76,0.27,12,buy
9/01,2026-09-01,0056,永豐金-中壢,0039004100390039,30,209,-179,0.63,12,sell
9/01,2026-09-01,0056,新光,8560,399,326,73,0.26,13,buy
9/01,2026-09-01,0056,凱基-大直,9218,0,173,-173,0.61,13,sell
9/01,2026-09-01,0056,富邦-竹東,9625,87,16,71,0.25,14,buy
9/01,2026-09-01,0056,永全-八德,6452,6,175,-169,0.59,14,sell
9/01,2026-09-01,0056,臺銀-金山,0031003000340044,73,10,63,0.22,15,buy
9/01,2026-09-01,0056,台新-信義,0039004200320048,12,165,-153,0.54,15,sell
9/01,2026-09-01,0057,元大證券,9800,7,0,7,36.84,1,buy
9/01,2026-09-01,0057,國泰-敦南,8888,1,2,-1,5.26,1,sell
9/01,2026-09-01,0057,康和-板橋,0038003400350044,3,0,3,15.79,2,buy
9/01,2026-09-01,0057,元大-草屯,0039003800390045,0,1,-1,5.26,2,sell
9/01,2026-09-01,0057,富邦-建國,9658,1,0,1,5.26,3,buy
9/01,2026-09-01,0057,永豐金-忠孝,0039004100390044,0,1,-1,5.26,3,sell
9/01,2026-09-01,0057,元大-台南,9896,1,0,1,5.26,4,buy
9/01,2026-09-01,0057,群益金鼎-西松,9136,0,1,-1,5.26,4,sell
9/01,2026-09-01,0057,群益金鼎-屏東,0039003100330048,2,1,1,5.26,5,buy
9/01,2026-09-01,0057,國泰-台中,8882,0,1,-1,5.26,5,sell
9/01,2026-09-01,0057,台新-三民,0039004200310033,0,0,0,0.0,6,buy
9/01,2026-09-01,0057,玉山-數位,003800380034004d,0,1,-1,5.26,6,sell
9/01,2026-09-01,0057,國泰-館前,0038003800380041,0,0,0,0.0,7,buy
9/01,2026-09-01,0057,新光-桃園,8565,0,1,-1,5.26,7,sell
9/01,2026-09-01,0057,元大-竹科,003900380030004b,0,0,0,0.0,8,buy
9/01,2026-09-01,0057,玉山-大里,003800380034004a,0,1,-1,5.26,8,sell
9/01,2026-09-01,0057,永豐金-新店,0039004100390069,0,0,0,0.0,9,buy
9/01,2026-09-01,0057,永豐金證券,0039004100300030,1,1,0,0.0,9,sell
9/01,2026-09-01,0057,國泰-桃園,8885,0,0,0,0.0,10,buy
9/01,2026-09-01,0057,國泰-高雄,8881,0,0,0,0.0,10,sell
9/01,2026-09-01,0057,國泰證券,8880,1,1,0,0.0,11,buy
9/01,2026-09-01,0057,富邦-港都,0039003600320051,0,0,0,0.0,11,sell
9/01,2026-09-01,0057,國泰-板橋,003800380038004b,0,0,0,0.0,12,buy
9/01,2026-09-01,0057,兆豐-北高雄,0037003000300049,0,0,0,0.0,12,sell
9/01,2026-09-01,0057,中國信託,6160,0,0,0,0.0,13,buy
9/01,2026-09-01,0057,國泰-台南,8884,1,1,0,0.0,13,sell
9/01,2026-09-01,0057,群益金鼎-高盛,9105,0,0,0,0.0,14,buy
9/01,2026-09-01,0057,元大-景美,0039003800340048,0,0,0,0.0,14,sell
9/01,2026-09-01,0057,永豐金-中正,0039004100390055,0,0,0,0.0,15,buy
9/01,2026-09-01,0057,新光-台南,8564,0,0,0,0.0,15,sell
9/01,2026-09-01,0061,元大證券,9800,58,5,53,77.94,1,buy
9/01,2026-09-01,0061,國票-嘉義,0037003700390048,0,12,-12,17.65,1,sell
9/01,2026-09-01,0061,國泰證券,8880,2,1,1,1.47,2,buy
9/01,2026-09-01,0061,國泰-板橋,003800380038004b,0,11,-11,16.18,2,sell
9/01,2026-09-01,0061,玉山-數位,003800380034004d,1,0,1,1.47,3,buy
9/01,2026-09-01,0061,統一-內湖,0035003800350062,0,10,-10,14.71,3,sell
9/01,2026-09-01,0061,聯邦-三重,8585,1,0,1,1.47,4,buy
9/01,2026-09-01,0061,群益金鼎-台中,9184,0,8,-8,11.76,4,sell
9/01,2026-09-01,0061,第一金,5380,1,0,1,1.47,5,buy
9/01,2026-09-01,0061,國泰-館前,0038003800380041,0,7,-7,10.29,5,sell
9/01,2026-09-01,0061,群益金鼎-天母,0039003100380050,1,0,1,1.47,6,buy
9/01,2026-09-01,0061,永豐金-南京,0039004100390053,0,3,-3,4.41,6,sell
9/01,2026-09-01,0061,元大-東泰,9817,1,0,1,1.47,7,buy
9/01,2026-09-01,0061,玉山-信義,0038003800340043,0,2,-2,2.94,7,sell
9/01,2026-09-01,0061,元大-土城永寧,9875,1,0,1,1.47,8,buy
9/01,2026-09-01,0061,新光,8560,0,2,-2,2.94,8,sell
9/01,2026-09-01,0061,富邦證券,9600,1,0,1,1.47,9,buy
9/01,2026-09-01,0061,元大-旗山,003900380031006e,0,2,-2,2.94,9,sell
9/01,2026-09-01,0061,凱基,9200,0,0,0,0.0,10,buy
9/01,2026-09-01,0061,康和-台中,8455,0,2,-2,2.94,10,sell
9/01,2026-09-01,0061,永豐金-桃園,0039004100390078,0,0,0,0.0,11,buy
9/01,2026-09-01,0061,元大-龍潭,9858,0,1,-1,1.47,11,sell
9/01,2026-09-01,0061,中國信託-嘉義,6168,0,0,0,0.0,12,buy
9/01,2026-09-01,0061,元大-樹林,003900380039006a,0,1,-1,1.47,12,sell
9/01,2026-09-01,0061,玉山-桃園,0038003800340046,0,0,0,0.0,13,buy
9/01,2026-09-01,0061,臺銀-金山,0031003000340044,0,1,-1,1.47,13,sell
9/01,2026-09-01,0061,台新-緯城,0039004200320041,0,0,0,0.0,14,buy
9/01,2026-09-01,0061,元大-大雅,0039003800330069,0,0,0,0.0,14,sell
9/01,2026-09-01,0061,元大-楊梅,0039003800370041,0,0,0,0.0,15,buy
9/01,2026-09-01,0061,群益金鼎-屏東,0039003100330048,0,0,0,0.0,15,sell
9/01,2026-09-01,1101,台灣摩根士丹利,1470,9937,1560,8377,7.7,1,buy
9/01,2026-09-01,1101,凱基,9200,305,2708,-2403,2.21,1,sell
9/01,2026-09-01,1101,凱基-台北,9268,10436,5344,5092,4.68,2,buy
9/01,2026-09-01,1101,美商高盛,1480,7078,9351,-2273,2.09,2,sell
9/01,2026-09-01,1101,新加坡商瑞銀,1650,6838,1988,4850,4.46,3,buy
9/01,2026-09-01,1101,華南永昌-楠梓,9332,30,1633,-1603,1.47,3,sell
9/01,2026-09-01,1101,摩根大通,8440,5402,2795,2607,2.4,4,buy
9/01,2026-09-01,1101,台新-文心,003900420032007a,8,1028,-1020,0.94,4,sell
9/01,2026-09-01,1101,花旗環球,1590,2450,64,2386,2.19,5,buy
9/01,2026-09-01,1101,國泰證券,8880,10,1005,-995,0.91,5,sell
9/01,2026-09-01,1101,京城,8490,2002,82,1920,1.76,6,buy
9/01,2026-09-01,1101,國票-敦北法人,0037003700390063,111,1024,-913,0.84,6,sell
9/01,2026-09-01,1101,富邦-南京,0039003600310043,3310,1745,1565,1.44,7,buy
9/01,2026-09-01,1101,凱基-高美館,9215,235,838,-603,0.55,7,sell
9/01,2026-09-01,1101,港商野村,1560,1943,522,1421,1.31,8,buy
9/01,2026-09-01,1101,永豐金-高雄,0039004100390065,29,621,-592,0.54,8,sell
9/01,2026-09-01,1101,華南永昌-民權,9312,527,22,505,0.46,9,buy
9/01,2026-09-01,1101,富邦證券,9600,30,563,-533,0.49,9,sell
9/01,2026-09-01,1101,元大-淡水,9899,540,35,505,0.46,10,buy
9/01,2026-09-01,1101,康和,8450,0,509,-509,0.47,10,sell
9/01,2026-09-01,1101,國票-桃園,0037003700390072,505,6,499,0.46,11,buy
9/01,2026-09-01,1101,亞東,2180,33,494,-461,0.42,11,sell
9/01,2026-09-01,1101,第一金-光復,0035003300380043,512,62,450,0.41,12,buy
9/01,2026-09-01,1101,國票-安和,003700370039005a,42,473,-431,0.4,12,sell
9/01,2026-09-01,1101,國票-南京,003700370039006e,402,1,401,0.37,13,buy
9/01,2026-09-01,1101,元大-台中中港,0039003800390042,170,577,-407,0.37,13,sell
9/01,2026-09-01,1101,新光,8560,908,516,392,0.36,14,buy
9/01,2026-09-01,1101,元大-彰化民生,003900380039004a,10,379,-369,0.34,14,sell
9/01,2026-09-01,1101,元大-文心興安,9854,423,35,388,0.36,15,buy
9/01,2026-09-01,1101,國泰-板橋,003800380038004b,296,663,-367,0.34,15,sell
9/01,2026-09-01,1102,國泰證券,8880,2162,2,2160,19.14,1,buy
9/01,2026-09-01,1102,統一,5850,38,810,-772,6.84,1,sell
9/01,2026-09-01,1102,香港上海匯豐,8960,1128,0,1128,9.99,2,buy
9/01,2026-09-01,1102,康和,8450,0,500,-500,4.43,2,sell
9/01,2026-09-01,1102,台灣摩根士丹利,1470,1611,593,1018,9.02,3,buy
9/01,2026-09-01,1102,新加坡商瑞銀,1650,551,900,-349,3.09,3,sell
9/01,2026-09-01,1102,美林,1440,465,19,446,3.95,4,buy
9/01,2026-09-01,1102,元大證券,9800,677,1013,-336,2.98,4,sell
9/01,2026-09-01,1102,凱基-台北,9268,1009,612,397,3.52,5,buy
9/01,2026-09-01,1102,摩根大通,8440,167,393,-226,2.0,5,sell
9/01,2026-09-01,1102,花旗環球,1590,501,159,342,3.03,6,buy
9/01,2026-09-01,1102,富邦證券,9600,4,221,-217,1.92,6,sell
9/01,2026-09-01,1102,群益金鼎,9100,283,34,249,2.21,7,buy
9/01,2026-09-01,1102,宏遠證券,1260,0,200,-200,1.77,7,sell
9/01,2026-09-01,1102,中國信託,6160,200,1,199,1.76,8,buy
9/01,2026-09-01,1102,第一金,5380,0,200,-200,1.77,8,sell
9/01,2026-09-01,1102,美商高盛,1480,1490,1312,178,1.58,9,buy
9/01,2026-09-01,1102,國泰-板橋,003800380038004b,6,168,-162,1.44,9,sell
9/01,2026-09-01,1102,臺銀,1040,100,4,96,0.85,10,buy
9/01,2026-09-01,1102,凱基-三峽,0039003200310045,0,154,-154,1.36,10,sell
9/01,2026-09-01,1102,法銀巴黎,8900,85,0,85,0.75,11,buy
9/01,2026-09-01,1102,兆豐-天母,003700300030004c,1,124,-123,1.09,11,sell
9/01,2026-09-01,1102,中國信託-永康,6163,38,5,33,0.29,12,buy
9/01,2026-09-01,1102,國泰-台中,8882,0,116,-116,1.03,12,sell
9/01,2026-09-01,1102,港商麥格理,1360,31,0,31,0.27,13,buy
9/01,2026-09-01,1102,台新-新營,0039004200310031,0,113,-113,1.0,13,sell
9/01,2026-09-01,1102,凱基,9200,28,3,25,0.22,14,buy
9/01,2026-09-01,1102,臺銀-新竹,1045,0,106,-106,0.94,14,sell
9/01,2026-09-01,1102,第一金-台南,5384,28,3,25,0.22,15,buy
9/01,2026-09-01,1102,元大-中壢,9834,1,106,-105,0.93,15,sell
9/01,2026-09-01,1103,凱基-台北,9268,56,16,40,8.6,1,buy
9/01,2026-09-01,1103,華南永昌-楠梓,9332,0,40,-40,8.6,1,sell
9/01,2026-09-01,1103,富邦-永和,9654,35,0,35,7.53,2,buy
9/01,2026-09-01,1103,台新-同大,0039004200320050,0,40,-40,8.6,2,sell
9/01,2026-09-01,1103,美商高盛,1480,40,10,30,6.45,3,buy
9/01,2026-09-01,1103,新加坡商瑞銀,1650,13,48,-35,7.53,3,sell
9/01,2026-09-01,1103,凱基-湖口,003900320030004e,30,0,30,6.45,4,buy
9/01,2026-09-01,1103,凱基-中港,9202,0,30,-30,6.45,4,sell
9/01,2026-09-01,1103,國泰-館前,0038003800380041,21,0,21,4.52,5,buy
9/01,2026-09-01,1103,元大證券,9800,3,32,-29,6.24,5,sell
9/01,2026-09-01,1103,元大-中山北路,0039003800300061,16,0,16,3.44,6,buy
9/01,2026-09-01,1103,美林,1440,0,19,-19,4.09,6,sell
9/01,2026-09-01,1103,統一-彰化,0035003800350046,13,0,13,2.8,7,buy
9/01,2026-09-01,1103,國票-安和,003700370039005a,0,16,-16,3.44,7,sell
9/01,2026-09-01,1103,玉山-信義,0038003800340043,13,0,13,2.8,8,buy
9/01,2026-09-01,1103,凱基-高美館,9215,0,15,-15,3.23,8,sell
9/01,2026-09-01,1103,(牛牛牛)亞-鑫豐,0036003000310064,12,0,12,2.58,9,buy
9/01,2026-09-01,1103,華南永昌-台南,9306,0,15,-15,3.23,9,sell
9/01,2026-09-01,1103,玉山證券,8840,28,17,11,2.37,10,buy
9/01,2026-09-01,1103,兆豐-公益,003700300030004a,0,11,-11,2.37,10,sell
9/01,2026-09-01,1103,彰銀-七賢,1232,10,0,10,2.15,11,buy
9/01,2026-09-01,1103,元大-豐原站前,0039003800390057,0,10,-10,2.15,11,sell
9/01,2026-09-01,1103,港商野村,1560,12,2,10,2.15,12,buy
9/01,2026-09-01,1103,臺銀-臺中,0031003000340041,0,8,-8,1.72,12,sell
9/01,2026-09-01,1103,玉山-台南,8847,10,0,10,2.15,13,buy
9/01,2026-09-01,1103,中國信託-高雄,003600310036004b,0,5,-5,1.08,13,sell
9/01,2026-09-01,1103,富邦-敦南,9663,10,0,10,2.15,14,buy
9/01,2026-09-01,1103,永豐金-市政,0039004100390057,0,5,-5,1.08,14,sell
9/01,2026-09-01,1103,元大-博愛,0039003800320042,10,0,10,2.15,15,buy
9/01,2026-09-01,1103,永豐金-松山,0039004100390031,0,4,-4,0.86,15,sell
9/01,2026-09-01,1104,凱基-台北,9268,119,16,103,12.23,1,buy
9/01,2026-09-01,1104,玉山-嘉義,8848,5,40,-35,4.16,1,sell
9/01,2026-09-01,1104,美商高盛,1480,96,20,76,9.03,2,buy
9/01,2026-09-01,1104,台中銀-豐原,0036003100310041,0,30,-30,3.56,2,sell
9/01,2026-09-01,1104,凱基-台南,9211,75,0,75,8.91,3,buy
9/01,2026-09-01,1104,國泰-忠孝,8887,0,30,-30,3.56,3,sell
9/01,2026-09-01,1104,摩根大通,8440,99,46,53,6.29,4,buy
9/01,2026-09-01,1104,台新-左楠,0039004200310064,0,30,-30,3.56,4,sell
9/01,2026-09-01,1104,台灣摩根士丹利,1470,71,26,45,5.34,5,buy
9/01,2026-09-01,1104,玉山-台中,0038003800340042,0,25,-25,2.97,5,sell
9/01,2026-09-01,1104,港商野村,1560,42,0,42,4.99,6,buy
9/01,2026-09-01,1104,永豐金-板盛,0039004100390059,0,23,-23,2.73,6,sell
9/01,2026-09-01,1104,永豐金-台南,0039004100390068,35,0,35,4.16,7,buy
9/01,2026-09-01,1104,兆豐-高雄,003700300030005a,0,21,-21,2.49,7,sell
9/01,2026-09-01,1104,群益金鼎-新竹,9186,28,0,28,3.33,8,buy
9/01,2026-09-01,1104,群益金鼎-永和,003900310038004a,0,21,-21,2.49,8,sell
9/01,2026-09-01,1104,土銀-南港,0031003000330046,21,0,21,2.49,9,buy
9/01,2026-09-01,1104,元大-台中中港,0039003800390042,0,21,-21,2.49,9,sell
9/01,2026-09-01,1104,第一金-台南,5384,30,9,21,2.49,10,buy
9/01,2026-09-01,1104,中國信託-永康,6163,0,15,-15,1.78,10,sell
9/01,2026-09-01,1104,富邦-永和,9654,21,2,19,2.26,11,buy
9/01,2026-09-01,1104,康和-高雄,003800340035004a,0,15,-15,1.78,11,sell
9/01,2026-09-01,1104,元大證券,9800,25,14,11,1.31,12,buy
9/01,2026-09-01,1104,富邦-中壢,9636,0,13,-13,1.54,12,sell
9/01,2026-09-01,1104,美林,1440,10,0,10,1.19,13,buy
9/01,2026-09-01,1104,新加坡商瑞銀,1650,0,11,-11,1.31,13,sell
9/01,2026-09-01,1104,台新-林園,0039004200320037,10,0,10,1.19,14,buy
9/01,2026-09-01,1104,元大-敦化,9833,0,11,-11,1.31,14,sell
9/01,2026-09-01,1104,群益金鼎-高盛,9105,8,0,8,0.95,15,buy
9/01,2026-09-01,1104,元大-基隆,0039003800390059,0,10,-10,1.19,15,sell
9/01,2026-09-01,1108,富邦-建國,9658,15,0,15,10.79,1,buy
9/01,2026-09-01,1108,元大-草屯,0039003800390045,0,21,-21,15.11,1,sell
9/01,2026-09-01,1108,元大-大里,0039003800310067,15,0,15,10.79,2,buy
9/01,2026-09-01,1108,兆豐-西螺,0037003000300044,0,17,-17,12.23,2,sell
