date,trade_date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
9/04,2026-09-04,0050,元大證券,9800,11598,2968,8630,18.48,1,buy
9/04,2026-09-04,0050,國泰-敦南,8888,916,2568,-1652,3.54,1,sell
9/04,2026-09-04,0050,凱基-台北,9268,10033,3420,6613,14.16,2,buy
9/04,2026-09-04,0050,新光,8560,138,502,-364,0.78,2,sell
9/04,2026-09-04,0050,美商高盛,1480,3516,1107,2409,5.16,3,buy
9/04,2026-09-04,0050,國泰-新莊,8886,29,340,-311,0.67,3,sell
9/04,2026-09-04,0050,台灣摩根士丹利,1470,2222,1,2221,4.76,4,buy
9/04,2026-09-04,0050,國泰-台中,8882,111,377,-266,0.57,4,sell
9/04,2026-09-04,0050,統一,5850,637,60,577,1.24,5,buy
9/04,2026-09-04,0050,國泰-館前,0038003800380041,81,324,-243,0.52,5,sell
9/04,2026-09-04,0050,國泰證券,8880,582,36,546,1.17,6,buy
9/04,2026-09-04,0050,國泰-桃園,8885,95,328,-233,0.5,6,sell
9/04,2026-09-04,0050,華南永昌,9300,560,105,455,0.97,7,buy
9/04,2026-09-04,0050,永豐金-竹科,0039004100390058,50,261,-211,0.45,7,sell
9/04,2026-09-04,0050,新加坡商瑞銀,1650,492,62,430,0.92,8,buy
9/04,2026-09-04,0050,元大-永和,9891,6,215,-209,0.45,8,sell
9/04,2026-09-04,0050,富邦證券,9600,427,45,382,0.82,9,buy
9/04,2026-09-04,0050,國泰-台南,8884,54,262,-208,0.45,9,sell
9/04,2026-09-04,0050,台新,0039004200300030,1072,742,330,0.71,10,buy
9/04,2026-09-04,0050,元大-大甲,0039003800390055,18,224,-206,0.44,10,sell
9/04,2026-09-04,0050,國票證券,7790,234,9,225,0.48,11,buy
9/04,2026-09-04,0050,元大-內湖,003900380039004e,23,211,-188,0.4,11,sell
9/04,2026-09-04,0050,富邦-敦南,9663,260,74,186,0.4,12,buy
9/04,2026-09-04,0050,永豐金-復興,003900410039005a,28,215,-187,0.4,12,sell
9/04,2026-09-04,0050,康和,8450,331,181,150,0.32,13,buy
9/04,2026-09-04,0050,國泰-高雄,8881,62,245,-183,0.39,13,sell
9/04,2026-09-04,0050,元大-雙和,9874,155,36,119,0.25,14,buy
9/04,2026-09-04,0050,富邦-新店,9661,15,195,-180,0.39,14,sell
9/04,2026-09-04,0050,統一-板橋,0035003800350050,130,32,98,0.21,15,buy
9/04,2026-09-04,0050,玉山證券,8840,111,286,-175,0.37,15,sell
9/04,2026-09-04,0051,凱基-台北,9268,13,0,13,31.71,1,buy
9/04,2026-09-04,0051,凱基-雙和,0039003200300043,0,5,-5,12.2,1,sell
9/04,2026-09-04,0051,國泰-台中,8882,5,2,3,7.32,2,buy
9/04,2026-09-04,0051,玉山-城中,0038003800340045,0,5,-5,12.2,2,sell
9/04,2026-09-04,0051,元大證券,9800,7,4,3,7.32,3,buy
9/04,2026-09-04,0051,中國信託,6160,1,6,-5,12.2,3,sell
9/04,2026-09-04,0051,富邦-建國,9658,2,0,2,4.88,4,buy
9/04,2026-09-04,0051,永豐金證券,0039004100300030,0,2,-2,4.88,4,sell
9/04,2026-09-04,0051,華南永昌-彰化,9363,2,0,2,4.88,5,buy
9/04,2026-09-04,0051,國泰-敦南,8888,0,2,-2,4.88,5,sell
9/04,2026-09-04,0051,中國信託-新竹,6165,1,0,1,2.44,6,buy
9/04,2026-09-04,0051,富邦-內湖,9627,0,1,-1,2.44,6,sell
