date,trade_date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side,full_date
8/25,2026-08-25,2314,凱基-台北,9268,0,13,-13,3.89,5,sell,2026-08-25
8/25,2026-08-25,2314,國泰-敦南,8888,16,2,14,4.19,6,buy,2026-08-25
8/25,2026-08-25,2314,國票-博愛,003700370039007a,4,16,-12,3.59,6,sell,2026-08-25
8/25,2026-08-25,2314,元大-南京,9862,11,0,11,3.29,7,buy,2026-08-25
8/25,2026-08-25,2314,新光-台南,8564,0,12,-12,3.59,7,sell,2026-08-25
8/25,2026-08-25,2314,統一-中壢,5853,10,0,10,2.99,8,buy,2026-08-25
8/25,2026-08-25,2314,兆豐-嘉義,7001,0,11,-11,3.29,8,sell,2026-08-25
8/25,2026-08-25,2314,國泰-館前,0038003800380041,10,0,10,2.99,9,buy,2026-08-25
8/25,2026-08-25,2314,兆豐-北高雄,0037003000300049,0,10,-10,2.99,9,sell,2026-08-25
8/25,2026-08-25,2314,元大-博愛,0039003800320042,10,0,10,2.99,10,buy,2026-08-25
8/25,2026-08-25,2314,富邦-台東,9608,0,9,-9,2.69,10,sell,2026-08-25
8/25,2026-08-25,2314,元大-板橋三民,9879,10,0,10,2.99,11,buy,2026-08-25
8/25,2026-08-25,2314,永豐金-內湖,0039004100390067,0,9,-9,2.69,11,sell,2026-08-25
8/25,2026-08-25,2314,台新,0039004200300030,8,0,8,2.4,12,buy,2026-08-25
8/25,2026-08-25,2314,新加坡商瑞銀,1650,0,6,-6,1.8,12,sell,2026-08-25
8/25,2026-08-25,2314,群益金鼎-北高雄,0039003100330052,7,0,7,2.1,13,buy,2026-08-25
8/25,2026-08-25,2314,致和-東門,7035,0,5,-5,1.5,13,sell,2026-08-25
8/25,2026-08-25,2314,國泰-高雄,8881,6,0,6,1.8,14,buy,2026-08-25
8/25,2026-08-25,2314,台新-建北,0039004200310038,0,5,-5,1.5,14,sell,2026-08-25
8/25,2026-08-25,2314,第一金-華江,0035003300380057,6,0,6,1.8,15,buy,2026-08-25
8/25,2026-08-25,2314,台新-北新莊,0039004200320038,0,5,-5,1.5,15,sell,2026-08-25
8/25,2026-08-25,2316,台灣摩根士丹利,1470,77,4,73,6.84,1,buy,2026-08-25
8/25,2026-08-25,2316,摩根大通,8440,28,86,-58,5.43,1,sell,2026-08-25
8/25,2026-08-25,2316,美商高盛,1480,153,85,68,6.37,2,buy,2026-08-25
8/25,2026-08-25,2316,港商野村,1560,0,41,-41,3.84,2,sell,2026-08-25
8/25,2026-08-25,2316,國票-桃園,0037003700390072,26,0,26,2.43,3,buy,2026-08-25
8/25,2026-08-25,2316,華南永昌-竹北,9339,1,39,-38,3.56,3,sell,2026-08-25
8/25,2026-08-25,2316,凱基-台北,9268,83,61,22,2.06,4,buy,2026-08-25
8/25,2026-08-25,2316,永豐金-桃盛,003900410039004e,0,35,-35,3.28,4,sell,2026-08-25
8/25,2026-08-25,2316,元大-鳳山,003900380033005a,22,2,20,1.87,5,buy,2026-08-25
8/25,2026-08-25,2316,國票-和平,003700370039006a,0,26,-26,2.43,5,sell,2026-08-25
8/25,2026-08-25,2316,玉山-新莊,8842,10,0,10,0.94,6,buy,2026-08-25
8/25,2026-08-25,2316,花旗環球,1590,2,15,-13,1.22,6,sell,2026-08-25
8/25,2026-08-25,2316,富邦-七賢,003900360031004b,8,0,8,0.75,7,buy,2026-08-25
8/25,2026-08-25,2316,群益金鼎-竹南,0039003100380069,2,15,-13,1.22,7,sell,2026-08-25
8/25,2026-08-25,2316,永豐金-高雄,0039004100390065,7,0,7,0.66,8,buy,2026-08-25
8/25,2026-08-25,2316,群益金鼎-西松,9136,0,10,-10,0.94,8,sell,2026-08-25
8/25,2026-08-25,2316,元大-南崁,0039003800300051,5,0,5,0.47,9,buy,2026-08-25
8/25,2026-08-25,2316,凱基-松山,9217,0,10,-10,0.94,9,sell,2026-08-25
8/25,2026-08-25,2316,元大-雙和,9874,6,1,5,0.47,10,buy,2026-08-25
8/25,2026-08-25,2316,元大-景美,0039003800340048,1,11,-10,0.94,10,sell,2026-08-25
8/25,2026-08-25,2316,富邦-高雄,9659,5,1,4,0.37,11,buy,2026-08-25
8/25,2026-08-25,2316,群益金鼎-高雄,9183,0,10,-10,0.94,11,sell,2026-08-25
8/25,2026-08-25,2316,合庫-高雄,1023,4,0,4,0.37,12,buy,2026-08-25
8/25,2026-08-25,2316,台新-文心,003900420032007a,1,10,-9,0.84,12,sell,2026-08-25
8/25,2026-08-25,2316,統一-屏東,5859,4,0,4,0.37,13,buy,2026-08-25
8/25,2026-08-25,2316,新加坡商瑞銀,1650,32,40,-8,0.75,13,sell,2026-08-25
8/25,2026-08-25,2316,康和-南崁,0038003400350053,4,0,4,0.37,14,buy,2026-08-25
8/25,2026-08-25,2316,元大證券,9800,79,87,-8,0.75,14,sell,2026-08-25
8/25,2026-08-25,2316,新光-新竹,8563,7,3,4,0.37,15,buy,2026-08-25
8/25,2026-08-25,2316,統一,5850,6,12,-6,0.56,15,sell,2026-08-25
8/25,2026-08-25,2317,凱基,9200,939,68,871,2.37,1,buy,2026-08-25
8/25,2026-08-25,2317,美林,1440,503,6331,-5828,15.83,1,sell,2026-08-25
8/25,2026-08-25,2317,國泰證券,8880,848,168,680,1.85,2,buy,2026-08-25
8/25,2026-08-25,2317,摩根大通,8440,1224,5305,-4081,11.08,2,sell,2026-08-25
8/25,2026-08-25,2317,花旗環球,1590,848,290,558,1.52,3,buy,2026-08-25
8/25,2026-08-25,2317,台灣摩根士丹利,1470,1846,5719,-3873,10.52,3,sell,2026-08-25
8/25,2026-08-25,2317,國泰-敦南,8888,510,171,339,0.92,4,buy,2026-08-25
8/25,2026-08-25,2317,美商高盛,1480,1117,4000,-2883,7.83,4,sell,2026-08-25
8/25,2026-08-25,2317,新百王,6210,329,10,319,0.87,5,buy,2026-08-25
8/25,2026-08-25,2317,永豐金-匯立,0039004100380031,0,829,-829,2.25,5,sell,2026-08-25
8/25,2026-08-25,2317,新光,8560,407,120,287,0.78,6,buy,2026-08-25
8/25,2026-08-25,2317,富邦證券,9600,159,824,-665,1.81,6,sell,2026-08-25
8/25,2026-08-25,2317,群益金鼎,9100,457,188,269,0.73,7,buy,2026-08-25
8/25,2026-08-25,2317,凱基-台北,9268,874,1294,-420,1.14,7,sell,2026-08-25
8/25,2026-08-25,2317,台新,0039004200300030,422,212,210,0.57,8,buy,2026-08-25
8/25,2026-08-25,2317,港商野村,1560,199,519,-320,0.87,8,sell,2026-08-25
8/25,2026-08-25,2317,元大證券,9800,3149,2982,167,0.45,9,buy,2026-08-25
8/25,2026-08-25,2317,港商麥格理,1360,44,314,-270,0.73,9,sell,2026-08-25
8/25,2026-08-25,2317,中國信託-三重,6161,175,12,163,0.44,10,buy,2026-08-25
8/25,2026-08-25,2317,統一,5850,120,207,-87,0.24,10,sell,2026-08-25
8/25,2026-08-25,2317,富邦-新竹,9647,176,15,161,0.44,11,buy,2026-08-25
8/25,2026-08-25,2317,富邦-內湖,9627,44,110,-66,0.18,11,sell,2026-08-25
8/25,2026-08-25,2317,中國信託,6160,158,38,120,0.33,12,buy,2026-08-25
8/25,2026-08-25,2317,台灣企銀,1110,3,58,-55,0.15,12,sell,2026-08-25
8/25,2026-08-25,2317,第一金-台南,5384,125,10,115,0.31,13,buy,2026-08-25
8/25,2026-08-25,2317,宏遠-館前,0031003200360055,15,68,-53,0.14,13,sell,2026-08-25
8/25,2026-08-25,2317,富邦-南屯,9666,135,22,113,0.31,14,buy,2026-08-25
8/25,2026-08-25,2317,香港上海匯豐,8960,7,50,-43,0.12,14,sell,2026-08-25
8/25,2026-08-25,2317,富邦-陽明,9604,126,15,111,0.3,15,buy,2026-08-25
8/25,2026-08-25,2317,玉山-信義,0038003800340043,23,65,-42,0.11,15,sell,2026-08-25
8/25,2026-08-25,2321,國泰-敦南,8888,0,0,0,0.0,1,buy,2026-08-25
8/25,2026-08-25,2321,宏遠-光隆,0031003200360069,0,0,0,0.0,1,sell,2026-08-25
8/25,2026-08-25,2321,國泰-新莊,8886,0,0,0,0.0,2,buy,2026-08-25
8/25,2026-08-25,2321,高橋,5320,0,0,0,0.0,2,sell,2026-08-25
8/25,2026-08-25,2323,宏遠-館前,0031003200360055,524,0,524,11.22,1,buy,2026-08-25
8/25,2026-08-25,2323,台灣摩根士丹利,1470,72,637,-565,12.1,1,sell,2026-08-25
8/25,2026-08-25,2323,永豐金-三重,003900410039004b,455,0,455,9.75,2,buy,2026-08-25
8/25,2026-08-25,2323,摩根大通,8440,91,426,-335,7.17,2,sell,2026-08-25
8/25,2026-08-25,2323,永豐金證券,0039004100300030,332,19,313,6.7,3,buy,2026-08-25
8/25,2026-08-25,2323,美商高盛,1480,141,367,-226,4.84,3,sell,2026-08-25
8/25,2026-08-25,2323,富邦-竹科,0039003600320043,200,1,199,4.26,4,buy,2026-08-25
8/25,2026-08-25,2323,富邦-台中,003900360035004b,8,190,-182,3.9,4,sell,2026-08-25
8/25,2026-08-25,2323,凱基-台北,9268,566,411,155,3.32,5,buy,2026-08-25
8/25,2026-08-25,2323,凱基,9200,1,150,-149,3.19,5,sell,2026-08-25
8/25,2026-08-25,2323,富邦-嘉義,9692,102,0,102,2.18,6,buy,2026-08-25
8/25,2026-08-25,2323,統一-敦南,5852,0,130,-130,2.78,6,sell,2026-08-25
8/25,2026-08-25,2323,凱基-內埔,9225,70,0,70,1.5,7,buy,2026-08-25
8/25,2026-08-25,2323,元大-高雄,003900380031006d,73,181,-108,2.31,7,sell,2026-08-25
8/25,2026-08-25,2323,元大-基隆孝二,003900380036004b,66,2,64,1.37,8,buy,2026-08-25
8/25,2026-08-25,2323,永豐金-市政,0039004100390057,10,115,-105,2.25,8,sell,2026-08-25
8/25,2026-08-25,2323,元大-西螺,0039003800310069,50,0,50,1.07,9,buy,2026-08-25
8/25,2026-08-25,2323,凱基-竹北,9234,0,100,-100,2.14,9,sell,2026-08-25
8/25,2026-08-25,2323,兆豐-台南,7006,48,0,48,1.03,10,buy,2026-08-25
8/25,2026-08-25,2323,新加坡商瑞銀,1650,21,114,-93,1.99,10,sell,2026-08-25
8/25,2026-08-25,2323,美好-蘆洲,5261,50,3,47,1.01,11,buy,2026-08-25
8/25,2026-08-25,2323,元大證券,9800,306,373,-67,1.43,11,sell,2026-08-25
8/25,2026-08-25,2323,玉山-嘉義,8848,50,5,45,0.96,12,buy,2026-08-25
8/25,2026-08-25,2323,永豐金-松山,0039004100390031,5,66,-61,1.31,12,sell,2026-08-25
8/25,2026-08-25,2323,國票-嘉義,0037003700390048,40,0,40,0.86,13,buy,2026-08-25
8/25,2026-08-25,2323,台新-林園,0039004200320037,5,55,-50,1.07,13,sell,2026-08-25
8/25,2026-08-25,2323,玉山-高雄,8843,40,0,40,0.86,14,buy,2026-08-25
8/25,2026-08-25,2323,凱基-南崁,9256,20,69,-49,1.05,14,sell,2026-08-25
8/25,2026-08-25,2323,臺銀,1040,32,2,30,0.64,15,buy,2026-08-25
8/25,2026-08-25,2323,元大-內湖,003900380039004e,0,36,-36,0.77,15,sell,2026-08-25
8/25,2026-08-25,2324,美林,1440,5335,2151,3184,3.29,1,buy,2026-08-25
8/25,2026-08-25,2324,台灣摩根士丹利,1470,2364,13252,-10888,11.26,1,sell,2026-08-25
8/25,2026-08-25,2324,摩根大通,8440,7409,4414,2995,3.1,2,buy,2026-08-25
8/25,2026-08-25,2324,美商高盛,1480,3592,9259,-5667,5.86,2,sell,2026-08-25
8/25,2026-08-25,2324,元大證券,9800,10192,8742,1450,1.5,3,buy,2026-08-25
8/25,2026-08-25,2324,新加坡商瑞銀,1650,1856,6472,-4616,4.78,3,sell,2026-08-25
8/25,2026-08-25,2324,凱基-台北,9268,5397,4076,1321,1.37,4,buy,2026-08-25
8/25,2026-08-25,2324,富邦證券,9600,1136,2761,-1625,1.68,4,sell,2026-08-25
8/25,2026-08-25,2324,永豐金證券,0039004100300030,1577,771,806,0.83,5,buy,2026-08-25
8/25,2026-08-25,2324,凱基,9200,11,1068,-1057,1.09,5,sell,2026-08-25
8/25,2026-08-25,2324,群益金鼎-東湖,003900310038004b,744,9,735,0.76,6,buy,2026-08-25
8/25,2026-08-25,2324,富邦-青埔,003900360031004e,123,932,-809,0.84,6,sell,2026-08-25
8/25,2026-08-25,2324,富邦-永和,9654,629,295,334,0.35,7,buy,2026-08-25
8/25,2026-08-25,2324,凱基-城中,9227,171,828,-657,0.68,7,sell,2026-08-25
8/25,2026-08-25,2324,國泰-敦南,8888,2228,1957,271,0.28,8,buy,2026-08-25
8/25,2026-08-25,2324,群益金鼎,9100,2777,3103,-326,0.34,8,sell,2026-08-25
8/25,2026-08-25,2324,永豐金-匯立,0039004100380031,266,0,266,0.28,9,buy,2026-08-25
8/25,2026-08-25,2324,台新,0039004200300030,533,831,-298,0.31,9,sell,2026-08-25
8/25,2026-08-25,2324,兆豐-台中港,7005,322,93,229,0.24,10,buy,2026-08-25
8/25,2026-08-25,2324,統一-嘉義,5858,27,281,-254,0.26,10,sell,2026-08-25
8/25,2026-08-25,2324,大昌-樹林,6461,265,38,227,0.23,11,buy,2026-08-25
8/25,2026-08-25,2324,港商野村,1560,310,545,-235,0.24,11,sell,2026-08-25
8/25,2026-08-25,2324,永豐金-中壢,0039004100390039,240,16,224,0.23,12,buy,2026-08-25
8/25,2026-08-25,2324,法銀巴黎,8900,0,234,-234,0.24,12,sell,2026-08-25
8/25,2026-08-25,2324,兆豐-桃園,003700300030004d,256,43,213,0.22,13,buy,2026-08-25
8/25,2026-08-25,2324,宏遠證券,1260,4,202,-198,0.2,13,sell,2026-08-25
8/25,2026-08-25,2324,中農,8520,218,12,206,0.21,14,buy,2026-08-25
8/25,2026-08-25,2324,國票證券,7790,169,364,-195,0.2,14,sell,2026-08-25
8/25,2026-08-25,2324,元大-虎尾,003900380030006c,220,15,205,0.21,15,buy,2026-08-25
8/25,2026-08-25,2324,富邦-台北,9623,492,681,-189,0.2,15,sell,2026-08-25
8/25,2026-08-25,2327,新加坡商瑞銀,1650,1583,570,1013,2.93,1,buy,2026-08-25
8/25,2026-08-25,2327,富邦證券,9600,141,1016,-875,2.53,1,sell,2026-08-25
8/25,2026-08-25,2327,港商野村,1560,912,42,870,2.52,2,buy,2026-08-25
8/25,2026-08-25,2327,國泰證券,8880,25,781,-756,2.19,2,sell,2026-08-25
8/25,2026-08-25,2327,美林,1440,499,132,367,1.06,3,buy,2026-08-25
8/25,2026-08-25,2327,凱基,9200,67,768,-701,2.03,3,sell,2026-08-25
8/25,2026-08-25,2327,凱基-台北,9268,1618,1360,258,0.75,4,buy,2026-08-25
8/25,2026-08-25,2327,永豐金證券,0039004100300030,838,1445,-607,1.76,4,sell,2026-08-25
8/25,2026-08-25,2327,康和,8450,201,0,201,0.58,5,buy,2026-08-25
8/25,2026-08-25,2327,美商高盛,1480,1664,2249,-585,1.69,5,sell,2026-08-25
8/25,2026-08-25,2327,宏遠證券,1260,320,142,178,0.51,6,buy,2026-08-25
8/25,2026-08-25,2327,台灣摩根士丹利,1470,1875,2450,-575,1.66,6,sell,2026-08-25
8/25,2026-08-25,2327,凱基-桃園,9208,158,44,114,0.33,7,buy,2026-08-25
8/25,2026-08-25,2327,統一,5850,109,665,-556,1.61,7,sell,2026-08-25
8/25,2026-08-25,2327,國泰-敦南,8888,1150,1045,105,0.3,8,buy,2026-08-25
8/25,2026-08-25,2327,新光,8560,312,641,-329,0.95,8,sell,2026-08-25
8/25,2026-08-25,2327,富邦-南屯,9666,143,56,87,0.25,9,buy,2026-08-25
8/25,2026-08-25,2327,兆豐證券,7000,168,410,-242,0.7,9,sell,2026-08-25
8/25,2026-08-25,2327,元大-士林,003900380031006a,103,21,82,0.24,10,buy,2026-08-25
8/25,2026-08-25,2327,永豐金-匯立,0039004100380031,0,182,-182,0.53,10,sell,2026-08-25
8/25,2026-08-25,2327,台新-緯城,0039004200320041,84,10,74,0.21,11,buy,2026-08-25
8/25,2026-08-25,2327,富邦-南京,0039003600310043,22,131,-109,0.32,11,sell,2026-08-25
8/25,2026-08-25,2327,元大證券,9800,3514,3444,70,0.2,12,buy,2026-08-25
8/25,2026-08-25,2327,群益金鼎,9100,227,321,-94,0.27,12,sell,2026-08-25
8/25,2026-08-25,2327,元大-復北,9872,54,9,45,0.13,13,buy,2026-08-25
8/25,2026-08-25,2327,群益金鼎-大甲,0039003100380067,27,108,-81,0.23,13,sell,2026-08-25
8/25,2026-08-25,2327,永興-台中,5603,44,3,41,0.12,14,buy,2026-08-25
8/25,2026-08-25,2327,國票-敦北法人,0037003700390063,9,87,-78,0.23,14,sell,2026-08-25
8/25,2026-08-25,2327,國票-長城,0037003700390075,55,14,41,0.12,15,buy,2026-08-25
8/25,2026-08-25,2327,摩根大通,8440,244,322,-78,0.23,15,sell,2026-08-25
8/25,2026-08-25,2328,新加坡商瑞銀,1650,98,49,49,4.78,1,buy,2026-08-25
8/25,2026-08-25,2328,摩根大通,8440,2,109,-107,10.43,1,sell,2026-08-25
8/25,2026-08-25,2328,富邦-新店,9661,30,0,30,2.92,2,buy,2026-08-25
8/25,2026-08-25,2328,台新,0039004200300030,5,50,-45,4.39,2,sell,2026-08-25
8/25,2026-08-25,2328,富邦-新莊,0039003600320044,21,0,21,2.05,3,buy,2026-08-25
8/25,2026-08-25,2328,台灣摩根士丹利,1470,28,55,-27,2.63,3,sell,2026-08-25
8/25,2026-08-25,2328,元大-福營,0039003800310046,19,0,19,1.85,4,buy,2026-08-25
8/25,2026-08-25,2328,統一,5850,5,31,-26,2.53,4,sell,2026-08-25
8/25,2026-08-25,2328,元大-汐止,0039003800390051,19,0,19,1.85,5,buy,2026-08-25
8/25,2026-08-25,2328,群益金鼎-屏東,0039003100330048,0,25,-25,2.44,5,sell,2026-08-25
8/25,2026-08-25,2328,凱基-台北,9268,63,46,17,1.66,6,buy,2026-08-25
8/25,2026-08-25,2328,元大-新營,9825,0,19,-19,1.85,6,sell,2026-08-25
8/25,2026-08-25,2328,大昌-樹林,6461,14,0,14,1.36,7,buy,2026-08-25
8/25,2026-08-25,2328,永豐金證券,0039004100300030,2,21,-19,1.85,7,sell,2026-08-25
8/25,2026-08-25,2328,美林,1440,30,17,13,1.27,8,buy,2026-08-25
8/25,2026-08-25,2328,美商高盛,1480,29,47,-18,1.75,8,sell,2026-08-25
8/25,2026-08-25,2328,(牛牛牛)亞-鑫豐,0036003000310064,12,0,12,1.17,9,buy,2026-08-25
8/25,2026-08-25,2328,群益金鼎-敦南,9101,5,22,-17,1.66,9,sell,2026-08-25
8/25,2026-08-25,2328,台中銀-豐原,0036003100310041,11,0,11,1.07,10,buy,2026-08-25
8/25,2026-08-25,2328,台新-屏新,0039004200320071,0,13,-13,1.27,10,sell,2026-08-25
8/25,2026-08-25,2328,凱基-八德,003900320031004d,10,0,10,0.97,11,buy,2026-08-25
8/25,2026-08-25,2328,國泰-敦南,8888,4,16,-12,1.17,11,sell,2026-08-25
8/25,2026-08-25,2328,國票證券,7790,10,1,9,0.88,12,buy,2026-08-25
8/25,2026-08-25,2328,花旗環球,1590,0,9,-9,0.88,12,sell,2026-08-25
8/25,2026-08-25,2328,富邦-台北,9623,9,0,9,0.88,13,buy,2026-08-25
8/25,2026-08-25,2328,臺銀-金山,0031003000340044,0,9,-9,0.88,13,sell,2026-08-25
8/25,2026-08-25,2328,元大-淡水,9899,8,0,8,0.78,14,buy,2026-08-25
8/25,2026-08-25,2328,永豐金-敦南,0039004100380046,1,10,-9,0.88,14,sell,2026-08-25
8/25,2026-08-25,2328,永豐金-彰化,0039004100390073,9,1,8,0.78,15,buy,2026-08-25
8/25,2026-08-25,2328,群益金鼎,9100,2,11,-9,0.88,15,sell,2026-08-25
8/25,2026-08-25,2329,富邦-竹科,0039003600320043,71,0,71,4.68,1,buy,2026-08-25
8/25,2026-08-25,2329,新加坡商瑞銀,1650,30,196,-166,10.95,1,sell,2026-08-25
8/25,2026-08-25,2329,富邦-三重,9677,35,0,35,2.31,2,buy,2026-08-25
8/25,2026-08-25,2329,台灣摩根士丹利,1470,62,141,-79,5.21,2,sell,2026-08-25
8/25,2026-08-25,2329,台新-虎尾,003900420032004e,27,0,27,1.78,3,buy,2026-08-25
8/25,2026-08-25,2329,美商高盛,1480,88,147,-59,3.89,3,sell,2026-08-25
8/25,2026-08-25,2329,統一-基隆,0035003800350041,15,0,15,0.99,4,buy,2026-08-25
8/25,2026-08-25,2329,統一-南京,0035003800350055,0,50,-50,3.3,4,sell,2026-08-25
8/25,2026-08-25,2329,富邦-樹林,0039003600320045,15,2,13,0.86,5,buy,2026-08-25
8/25,2026-08-25,2329,美林,1440,17,44,-27,1.78,5,sell,2026-08-25
8/25,2026-08-25,2329,富邦-左營,0039003600360046,13,1,12,0.79,6,buy,2026-08-25
8/25,2026-08-25,2329,台新-花蓮,0039004200320079,0,20,-20,1.32,6,sell,2026-08-25
8/25,2026-08-25,2329,元大-竹山,0039003800310052,11,0,11,0.73,7,buy,2026-08-25
8/25,2026-08-25,2329,京城,8490,0,15,-15,0.99,7,sell,2026-08-25
8/25,2026-08-25,2329,永豐金-中正,0039004100390055,10,0,10,0.66,8,buy,2026-08-25
8/25,2026-08-25,2329,摩根大通,8440,34,48,-14,0.92,8,sell,2026-08-25
8/25,2026-08-25,2329,兆豐-公益,003700300030004a,10,0,10,0.66,9,buy,2026-08-25
8/25,2026-08-25,2329,統一,5850,6,18,-12,0.79,9,sell,2026-08-25
8/25,2026-08-25,2329,永興,5600,10,0,10,0.66,10,buy,2026-08-25
8/25,2026-08-25,2329,合庫-基隆,1025,2,14,-12,0.79,10,sell,2026-08-25
8/25,2026-08-25,2329,德信,6910,10,0,10,0.66,11,buy,2026-08-25
8/25,2026-08-25,2329,台新-安南,003900420032005a,1,13,-12,0.79,11,sell,2026-08-25
8/25,2026-08-25,2329,第一金-台中,5382,10,0,10,0.66,12,buy,2026-08-25
8/25,2026-08-25,2329,統一-新營,0035003800350045,0,10,-10,0.66,12,sell,2026-08-25
8/25,2026-08-25,2329,元大-鹿港,0039003800390053,9,0,9,0.59,13,buy,2026-08-25
8/25,2026-08-25,2329,花旗環球,1590,13,20,-7,0.46,13,sell,2026-08-25
8/25,2026-08-25,2329,富邦-板橋,9655,8,0,8,0.53,14,buy,2026-08-25
8/25,2026-08-25,2329,群益金鼎-東湖,003900310038004b,0,7,-7,0.46,14,sell,2026-08-25
8/25,2026-08-25,2329,元大-忠孝,9871,8,0,8,0.53,15,buy,2026-08-25
8/25,2026-08-25,2329,元大-清水,0039003800300065,3,10,-7,0.46,15,sell,2026-08-25
8/25,2026-08-25,2330,港商麥格理,1360,711,66,645,4.77,1,buy,2026-08-25
8/25,2026-08-25,2330,富邦證券,9600,310,1327,-1017,7.52,1,sell,2026-08-25
8/25,2026-08-25,2330,元大證券,9800,833,293,540,3.99,2,buy,2026-08-25
8/25,2026-08-25,2330,新加坡商瑞銀,1650,701,1418,-717,5.3,2,sell,2026-08-25
8/25,2026-08-25,2330,凱基,9200,516,1,515,3.81,3,buy,2026-08-25
8/25,2026-08-25,2330,花旗環球,1590,544,1136,-592,4.38,3,sell,2026-08-25
8/25,2026-08-25,2330,永豐金-匯立,0039004100380031,536,213,323,2.39,4,buy,2026-08-25
8/25,2026-08-25,2330,國泰證券,8880,31,293,-262,1.94,4,sell,2026-08-25
8/25,2026-08-25,2330,凱基-台北,9268,584,391,193,1.43,5,buy,2026-08-25
8/25,2026-08-25,2330,群益金鼎-北高雄,0039003100330052,0,190,-190,1.41,5,sell,2026-08-25
8/25,2026-08-25,2330,台灣摩根士丹利,1470,2036,1883,153,1.13,6,buy,2026-08-25
8/25,2026-08-25,2330,摩根大通,8440,1146,1321,-175,1.29,6,sell,2026-08-25
8/25,2026-08-25,2330,中國信託,6160,222,91,131,0.97,7,buy,2026-08-25
8/25,2026-08-25,2330,台新-五權西,0039004200320035,1,139,-138,1.02,7,sell,2026-08-25
8/25,2026-08-25,2330,統一,5850,176,50,126,0.93,8,buy,2026-08-25
8/25,2026-08-25,2330,台新-台北,0039004200320030,5,129,-124,0.92,8,sell,2026-08-25
8/25,2026-08-25,2330,宏遠證券,1260,113,33,80,0.59,9,buy,2026-08-25
8/25,2026-08-25,2330,凱基-站前,0039003200300046,26,117,-91,0.67,9,sell,2026-08-25
8/25,2026-08-25,2330,美林,1440,447,372,75,0.55,10,buy,2026-08-25
8/25,2026-08-25,2330,兆豐-三重,7008,7,38,-31,0.23,10,sell,2026-08-25
8/25,2026-08-25,2330,永豐金證券,0039004100300030,208,141,67,0.5,11,buy,2026-08-25
8/25,2026-08-25,2330,凱基-三多,9275,2,33,-31,0.23,11,sell,2026-08-25
8/25,2026-08-25,2330,第一金-高雄,5383,80,12,68,0.5,12,buy,2026-08-25
8/25,2026-08-25,2330,凱基-松山,9217,52,80,-28,0.21,12,sell,2026-08-25
8/25,2026-08-25,2330,港商野村,1560,199,134,65,0.48,13,buy,2026-08-25
8/25,2026-08-25,2330,美商高盛,1480,511,538,-27,0.2,13,sell,2026-08-25
8/25,2026-08-25,2330,第一金-中山,5389,53,3,50,0.37,14,buy,2026-08-25
8/25,2026-08-25,2330,凱基-市政,9239,6,29,-23,0.17,14,sell,2026-08-25
8/25,2026-08-25,2330,元大-松江,9801,45,1,44,0.33,15,buy,2026-08-25
8/25,2026-08-25,2330,香港上海匯豐,8960,0,20,-20,0.15,15,sell,2026-08-25
8/25,2026-08-25,2331,台新-虎尾,003900420032004e,68,1,67,6.4,1,buy,2026-08-25
8/25,2026-08-25,2331,台新-府城,0039004200320039,0,100,-100,9.55,1,sell,2026-08-25
8/25,2026-08-25,2331,華南永昌-板橋,9349,52,0,52,4.97,2,buy,2026-08-25
8/25,2026-08-25,2331,摩根大通,8440,21,72,-51,4.87,2,sell,2026-08-25
8/25,2026-08-25,2331,第一金-高雄,5383,50,0,50,4.78,3,buy,2026-08-25
8/25,2026-08-25,2331,元大證券,9800,11,58,-47,4.49,3,sell,2026-08-25
8/25,2026-08-25,2331,美林,1440,59,16,43,4.11,4,buy,2026-08-25
8/25,2026-08-25,2331,凱基-台北,9268,25,60,-35,3.34,4,sell,2026-08-25
8/25,2026-08-25,2331,台灣摩根士丹利,1470,84,63,21,2.01,5,buy,2026-08-25
8/25,2026-08-25,2331,富邦-和美,0039003600310050,0,28,-28,2.67,5,sell,2026-08-25
8/25,2026-08-25,2331,凱基-湖口,003900320030004e,21,0,21,2.01,6,buy,2026-08-25
8/25,2026-08-25,2331,富邦-港都,0039003600320051,1,21,-20,1.91,6,sell,2026-08-25
8/25,2026-08-25,2331,致和證券,7030,20,0,20,1.91,7,buy,2026-08-25
8/25,2026-08-25,2331,港商野村,1560,0,19,-19,1.81,7,sell,2026-08-25
8/25,2026-08-25,2331,永豐金證券,0039004100300030,25,6,19,1.81,8,buy,2026-08-25
8/25,2026-08-25,2331,富邦-板橋,9655,1,16,-15,1.43,8,sell,2026-08-25
8/25,2026-08-25,2331,凱基-新豐,9266,14,3,11,1.05,9,buy,2026-08-25
8/25,2026-08-25,2331,合庫-彰化,1028,0,15,-15,1.43,9,sell,2026-08-25
8/25,2026-08-25,2331,富邦-嘉義,9692,11,0,11,1.05,10,buy,2026-08-25
8/25,2026-08-25,2331,兆豐-埔墘,003700300030004e,0,15,-15,1.43,10,sell,2026-08-25
8/25,2026-08-25,2331,光和-溪湖,6381,10,0,10,0.96,11,buy,2026-08-25
8/25,2026-08-25,2331,光和,6380,4,15,-11,1.05,11,sell,2026-08-25
8/25,2026-08-25,2331,凱基-鳳山,9274,10,0,10,0.96,12,buy,2026-08-25
8/25,2026-08-25,2331,元大-士林,003900380031006a,0,11,-11,1.05,12,sell,2026-08-25
