date,trade_date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side,full_date
8/25,2026-08-25,3543,群益金鼎-基隆,0039003100330045,32,0,32,1.13,10,buy,2026-08-25
8/25,2026-08-25,3543,港商野村,1560,38,57,-19,0.67,10,sell,2026-08-25
8/25,2026-08-25,3543,兆豐-大同,0037003000300053,29,0,29,1.03,11,buy,2026-08-25
8/25,2026-08-25,3543,凱基-桃園,9208,0,19,-19,0.67,11,sell,2026-08-25
8/25,2026-08-25,3543,凱基-敦北,9237,28,1,27,0.96,12,buy,2026-08-25
8/25,2026-08-25,3543,群益金鼎-崇德,0039003100330055,0,15,-15,0.53,12,sell,2026-08-25
8/25,2026-08-25,3543,國泰-敦南,8888,40,13,27,0.96,13,buy,2026-08-25
8/25,2026-08-25,3543,華南永昌-台南,9306,0,15,-15,0.53,13,sell,2026-08-25
8/25,2026-08-25,3543,富邦-竹北,9624,26,0,26,0.92,14,buy,2026-08-25
8/25,2026-08-25,3543,富邦-左營,0039003600360046,3,16,-13,0.46,14,sell,2026-08-25
8/25,2026-08-25,3543,富邦-板橋,9655,35,11,24,0.85,15,buy,2026-08-25
8/25,2026-08-25,3543,永豐金-松山,0039004100390031,0,13,-13,0.46,15,sell,2026-08-25
8/25,2026-08-25,3545,美林,1440,71,17,54,11.27,1,buy,2026-08-25
8/25,2026-08-25,3545,美商高盛,1480,22,91,-69,14.41,1,sell,2026-08-25
8/25,2026-08-25,3545,凱基-台北,9268,61,32,29,6.05,2,buy,2026-08-25
8/25,2026-08-25,3545,摩根大通,8440,9,49,-40,8.35,2,sell,2026-08-25
8/25,2026-08-25,3545,香港上海匯豐,8960,24,0,24,5.01,3,buy,2026-08-25
8/25,2026-08-25,3545,元大證券,9800,19,27,-8,1.67,3,sell,2026-08-25
8/25,2026-08-25,3545,中國信託-中壢,0036003100360041,20,0,20,4.18,4,buy,2026-08-25
8/25,2026-08-25,3545,中國信託-嘉義,6168,0,8,-8,1.67,4,sell,2026-08-25
8/25,2026-08-25,3545,新加坡商瑞銀,1650,28,12,16,3.34,5,buy,2026-08-25
8/25,2026-08-25,3545,港商野村,1560,9,15,-6,1.25,5,sell,2026-08-25
8/25,2026-08-25,3545,玉山-台南,8847,7,0,7,1.46,6,buy,2026-08-25
8/25,2026-08-25,3545,彰銀-七賢,1232,0,5,-5,1.04,6,sell,2026-08-25
8/25,2026-08-25,3545,永豐金證券,0039004100300030,3,0,3,0.63,7,buy,2026-08-25
8/25,2026-08-25,3545,統一-台中,5856,0,5,-5,1.04,7,sell,2026-08-25
8/25,2026-08-25,3545,國泰-敦南,8888,4,2,2,0.42,8,buy,2026-08-25
8/25,2026-08-25,3545,國泰-新莊,8886,0,5,-5,1.04,8,sell,2026-08-25
8/25,2026-08-25,3545,華南永昌-豐原,9366,2,0,2,0.42,9,buy,2026-08-25
8/25,2026-08-25,3545,花旗環球,1590,0,4,-4,0.84,9,sell,2026-08-25
8/25,2026-08-25,3545,台灣企銀-台南,1112,2,0,2,0.42,10,buy,2026-08-25
8/25,2026-08-25,3545,大昌-樹林,6461,0,4,-4,0.84,10,sell,2026-08-25
8/25,2026-08-25,3545,國票-天祥,0037003700390056,2,0,2,0.42,11,buy,2026-08-25
8/25,2026-08-25,3545,群益金鼎-館前,0039003100330059,0,4,-4,0.84,11,sell,2026-08-25
8/25,2026-08-25,3545,玉山-新竹,0038003800340048,2,0,2,0.42,12,buy,2026-08-25
8/25,2026-08-25,3545,玉山-高雄,8843,0,3,-3,0.63,12,sell,2026-08-25
8/25,2026-08-25,3545,群益金鼎-中港,9138,2,0,2,0.42,13,buy,2026-08-25
8/25,2026-08-25,3545,富邦-竹東,9625,0,3,-3,0.63,13,sell,2026-08-25
8/25,2026-08-25,3545,永豐金-市政,0039004100390057,2,0,2,0.42,14,buy,2026-08-25
8/25,2026-08-25,3545,元大-桃興,9894,0,3,-3,0.63,14,sell,2026-08-25
8/25,2026-08-25,3545,台新-安南,003900420032005a,2,0,2,0.42,15,buy,2026-08-25
8/25,2026-08-25,3545,元大-台南,9896,0,3,-3,0.63,15,sell,2026-08-25
8/25,2026-08-25,3546,元大-民生三民,0039003800390058,21,0,21,15.91,1,buy,2026-08-25
8/25,2026-08-25,3546,凱基-台北,9268,1,18,-17,12.88,1,sell,2026-08-25
8/25,2026-08-25,3546,土銀-新竹,1035,10,0,10,7.58,2,buy,2026-08-25
8/25,2026-08-25,3546,美林,1440,0,12,-12,9.09,2,sell,2026-08-25
8/25,2026-08-25,3546,永豐金證券,0039004100300030,6,0,6,4.55,3,buy,2026-08-25
8/25,2026-08-25,3546,摩根大通,8440,3,13,-10,7.58,3,sell,2026-08-25
8/25,2026-08-25,3546,富邦證券,9600,5,0,5,3.79,4,buy,2026-08-25
8/25,2026-08-25,3546,美商高盛,1480,3,12,-9,6.82,4,sell,2026-08-25
8/25,2026-08-25,3546,中國信託-永康,6163,5,0,5,3.79,5,buy,2026-08-25
8/25,2026-08-25,3546,台灣摩根士丹利,1470,0,7,-7,5.3,5,sell,2026-08-25
8/25,2026-08-25,3546,華南永昌-嘉義,9314,5,0,5,3.79,6,buy,2026-08-25
8/25,2026-08-25,3546,元大-北三重,0039003800390056,0,7,-7,5.3,6,sell,2026-08-25
8/25,2026-08-25,3546,第一金-新竹,0035003300380042,5,0,5,3.79,7,buy,2026-08-25
8/25,2026-08-25,3546,永豐金-板盛,0039004100390059,0,5,-5,3.79,7,sell,2026-08-25
8/25,2026-08-25,3546,台新-高雄,0039004200310067,5,2,3,2.27,8,buy,2026-08-25
8/25,2026-08-25,3546,台新-埔里,0039004200320059,0,3,-3,2.27,8,sell,2026-08-25
8/25,2026-08-25,3546,富邦-公益,0039003600310046,3,0,3,2.27,9,buy,2026-08-25
8/25,2026-08-25,3546,凱基-台東,003900320030005a,0,3,-3,2.27,9,sell,2026-08-25
8/25,2026-08-25,3546,台新-新店,0039004200320032,3,0,3,2.27,10,buy,2026-08-25
8/25,2026-08-25,3546,元大-景美,0039003800340048,0,3,-3,2.27,10,sell,2026-08-25
8/25,2026-08-25,3546,國泰-敦南,8888,2,0,2,1.52,11,buy,2026-08-25
8/25,2026-08-25,3546,永豐金-亞灣,0039004100390061,0,3,-3,2.27,11,sell,2026-08-25
8/25,2026-08-25,3546,臺銀-民權,1043,2,0,2,1.52,12,buy,2026-08-25
8/25,2026-08-25,3546,新加坡商瑞銀,1650,4,6,-2,1.52,12,sell,2026-08-25
8/25,2026-08-25,3546,合庫-鳳山,1029,2,0,2,1.52,13,buy,2026-08-25
8/25,2026-08-25,3546,中農,8520,0,2,-2,1.52,13,sell,2026-08-25
8/25,2026-08-25,3546,玉山-景美,8849,2,0,2,1.52,14,buy,2026-08-25
8/25,2026-08-25,3546,富邦-南員林,0039003600310052,0,2,-2,1.52,14,sell,2026-08-25
8/25,2026-08-25,3546,元大-中崙,9813,2,0,2,1.52,15,buy,2026-08-25
8/25,2026-08-25,3546,富邦-八德,0039003600330041,0,2,-2,1.52,15,sell,2026-08-25
8/25,2026-08-25,3548,凱基-台北,9268,61,17,44,12.5,1,buy,2026-08-25
8/25,2026-08-25,3548,台灣企銀,1110,0,28,-28,7.95,1,sell,2026-08-25
8/25,2026-08-25,3548,台新,0039004200300030,13,0,13,3.69,2,buy,2026-08-25
8/25,2026-08-25,3548,玉山-景美,8849,0,13,-13,3.69,2,sell,2026-08-25
8/25,2026-08-25,3548,新加坡商瑞銀,1650,15,5,10,2.84,3,buy,2026-08-25
8/25,2026-08-25,3548,元大-草屯,0039003800390045,0,9,-9,2.56,3,sell,2026-08-25
8/25,2026-08-25,3548,台灣摩根士丹利,1470,15,6,9,2.56,4,buy,2026-08-25
8/25,2026-08-25,3548,元大-蘆洲,9857,0,8,-8,2.27,4,sell,2026-08-25
8/25,2026-08-25,3548,光和-和美,6383,9,0,9,2.56,5,buy,2026-08-25
8/25,2026-08-25,3548,元大-博愛,0039003800320042,0,7,-7,1.99,5,sell,2026-08-25
8/25,2026-08-25,3548,凱基-三峽,0039003200310045,9,0,9,2.56,6,buy,2026-08-25
8/25,2026-08-25,3548,美商高盛,1480,16,22,-6,1.7,6,sell,2026-08-25
8/25,2026-08-25,3548,元大-竹科,003900380030004b,8,0,8,2.27,7,buy,2026-08-25
8/25,2026-08-25,3548,國票-北高雄,003700370039004a,12,18,-6,1.7,7,sell,2026-08-25
8/25,2026-08-25,3548,永豐金-板盛,0039004100390059,7,0,7,1.99,8,buy,2026-08-25
8/25,2026-08-25,3548,合庫-嘉義,1024,0,5,-5,1.42,8,sell,2026-08-25
8/25,2026-08-25,3548,元大-台中中港,0039003800390042,5,0,5,1.42,9,buy,2026-08-25
8/25,2026-08-25,3548,凱基-三重,9205,0,5,-5,1.42,9,sell,2026-08-25
8/25,2026-08-25,3548,統一,5850,5,1,4,1.14,10,buy,2026-08-25
8/25,2026-08-25,3548,美林,1440,9,13,-4,1.14,10,sell,2026-08-25
8/25,2026-08-25,3548,中國信託-高雄,003600310036004b,3,0,3,0.85,11,buy,2026-08-25
8/25,2026-08-25,3548,土銀-高雄,1033,0,3,-3,0.85,11,sell,2026-08-25
8/25,2026-08-25,3548,高橋-內壢,5323,4,1,3,0.85,12,buy,2026-08-25
8/25,2026-08-25,3548,兆豐-台中港,7005,0,3,-3,0.85,12,sell,2026-08-25
8/25,2026-08-25,3548,永豐金-市政,0039004100390057,3,0,3,0.85,13,buy,2026-08-25
8/25,2026-08-25,3548,兆豐-台南,7006,0,3,-3,0.85,13,sell,2026-08-25
8/25,2026-08-25,3548,統一-新營,0035003800350045,2,0,2,0.57,14,buy,2026-08-25
8/25,2026-08-25,3548,華南永昌-鶯歌,9319,0,3,-3,0.85,14,sell,2026-08-25
8/25,2026-08-25,3548,光和,6380,2,0,2,0.57,15,buy,2026-08-25
8/25,2026-08-25,3548,富邦-頭份,0039003600320050,0,3,-3,0.85,15,sell,2026-08-25
8/25,2026-08-25,3550,第一金-自由,0035003300380045,100,0,100,9.97,1,buy,2026-08-25
8/25,2026-08-25,3550,國票-長城,0037003700390075,7,105,-98,9.77,1,sell,2026-08-25
8/25,2026-08-25,3550,台灣摩根士丹利,1470,87,23,64,6.38,2,buy,2026-08-25
8/25,2026-08-25,3550,中國信託-嘉義,6168,0,35,-35,3.49,2,sell,2026-08-25
8/25,2026-08-25,3550,富邦-仁愛,9676,30,0,30,2.99,3,buy,2026-08-25
8/25,2026-08-25,3550,凱基-台北,9268,68,100,-32,3.19,3,sell,2026-08-25
8/25,2026-08-25,3550,摩根大通,8440,60,32,28,2.79,4,buy,2026-08-25
8/25,2026-08-25,3550,元大-四維,9831,0,30,-30,2.99,4,sell,2026-08-25
8/25,2026-08-25,3550,美林,1440,34,13,21,2.09,5,buy,2026-08-25
8/25,2026-08-25,3550,合庫-台中,1021,0,15,-15,1.5,5,sell,2026-08-25
8/25,2026-08-25,3550,臺銀-金山,0031003000340044,30,11,19,1.89,6,buy,2026-08-25
8/25,2026-08-25,3550,宏遠-高雄,0031003200360051,0,12,-12,1.2,6,sell,2026-08-25
8/25,2026-08-25,3550,元大-大里,0039003800310067,21,2,19,1.89,7,buy,2026-08-25
8/25,2026-08-25,3550,華南永昌-高雄,9303,0,12,-12,1.2,7,sell,2026-08-25
8/25,2026-08-25,3550,新加坡商瑞銀,1650,56,38,18,1.79,8,buy,2026-08-25
8/25,2026-08-25,3550,兆豐-新竹,0037003000300056,0,10,-10,1.0,8,sell,2026-08-25
8/25,2026-08-25,3550,群益金鼎-士林,9137,6,0,6,0.6,9,buy,2026-08-25
8/25,2026-08-25,3550,華南永昌-台中,9302,0,10,-10,1.0,9,sell,2026-08-25
8/25,2026-08-25,3550,第一金-員林,5381,5,0,5,0.5,10,buy,2026-08-25
8/25,2026-08-25,3550,華南永昌-豐原,9366,1,11,-10,1.0,10,sell,2026-08-25
8/25,2026-08-25,3550,中國信託-忠孝,6162,5,0,5,0.5,11,buy,2026-08-25
8/25,2026-08-25,3550,元大-發財,0039003800310045,0,10,-10,1.0,11,sell,2026-08-25
8/25,2026-08-25,3550,兆豐-竹北,7007,5,0,5,0.5,12,buy,2026-08-25
8/25,2026-08-25,3550,元大-北投,0039003800390041,2,12,-10,1.0,12,sell,2026-08-25
8/25,2026-08-25,3550,兆豐-新莊,0037003000300077,5,0,5,0.5,13,buy,2026-08-25
8/25,2026-08-25,3550,元大-汐止,0039003800390051,0,10,-10,1.0,13,sell,2026-08-25
8/25,2026-08-25,3550,國票-南科,0037003700390065,5,0,5,0.5,14,buy,2026-08-25
8/25,2026-08-25,3550,美商高盛,1480,109,118,-9,0.9,14,sell,2026-08-25
8/25,2026-08-25,3550,群益金鼎-新莊,0039003100380047,5,0,5,0.5,15,buy,2026-08-25
8/25,2026-08-25,3550,統一-屏東,5859,1,8,-7,0.7,15,sell,2026-08-25
8/25,2026-08-25,3551,富邦-羅東,9634,36,1,35,15.91,1,buy,2026-08-25
8/25,2026-08-25,3551,國泰-板橋,003800380038004b,0,30,-30,13.64,1,sell,2026-08-25
8/25,2026-08-25,3551,元大-南京,9862,10,0,10,4.55,2,buy,2026-08-25
8/25,2026-08-25,3551,美林,1440,1,15,-14,6.36,2,sell,2026-08-25
8/25,2026-08-25,3551,宏遠-桃園,1262,8,0,8,3.64,3,buy,2026-08-25
8/25,2026-08-25,3551,凱基-台北,9268,6,14,-8,3.64,3,sell,2026-08-25
8/25,2026-08-25,3551,元大-桃園,0039003800380042,7,0,7,3.18,4,buy,2026-08-25
8/25,2026-08-25,3551,中國信託,6160,0,5,-5,2.27,4,sell,2026-08-25
8/25,2026-08-25,3551,康和-高雄,003800340035004a,6,0,6,2.73,5,buy,2026-08-25
8/25,2026-08-25,3551,中國信託-松江,6167,0,5,-5,2.27,5,sell,2026-08-25
8/25,2026-08-25,3551,凱基,9200,6,0,6,2.73,6,buy,2026-08-25
8/25,2026-08-25,3551,富邦-花蓮,9621,3,8,-5,2.27,6,sell,2026-08-25
8/25,2026-08-25,3551,美商高盛,1480,38,33,5,2.27,7,buy,2026-08-25
8/25,2026-08-25,3551,永豐金證券,0039004100300030,0,4,-4,1.82,7,sell,2026-08-25
8/25,2026-08-25,3551,國泰-忠孝,8887,5,0,5,2.27,8,buy,2026-08-25
8/25,2026-08-25,3551,凱基-斗六,9281,0,4,-4,1.82,8,sell,2026-08-25
8/25,2026-08-25,3551,群益金鼎-市府,0039003100300044,4,0,4,1.82,9,buy,2026-08-25
8/25,2026-08-25,3551,彰銀,1230,0,3,-3,1.36,9,sell,2026-08-25
8/25,2026-08-25,3551,元大-崇德,0039003800310053,3,0,3,1.36,10,buy,2026-08-25
8/25,2026-08-25,3551,群益金鼎-嘉義,003900310038004d,0,3,-3,1.36,10,sell,2026-08-25
8/25,2026-08-25,3551,台灣摩根士丹利,1470,3,1,2,0.91,11,buy,2026-08-25
8/25,2026-08-25,3551,永豐金-永康,0039004100390063,0,3,-3,1.36,11,sell,2026-08-25
8/25,2026-08-25,3551,第一金-自由,0035003300380045,2,0,2,0.91,12,buy,2026-08-25
8/25,2026-08-25,3551,統一,5850,2,4,-2,0.91,12,sell,2026-08-25
8/25,2026-08-25,3551,致和-崇德,0037003000330042,2,0,2,0.91,13,buy,2026-08-25
8/25,2026-08-25,3551,德信-和平,6915,1,3,-2,0.91,13,sell,2026-08-25
8/25,2026-08-25,3551,凱基-科園,9254,2,0,2,0.91,14,buy,2026-08-25
8/25,2026-08-25,3551,安泰,8380,0,2,-2,0.91,14,sell,2026-08-25
8/25,2026-08-25,3551,華南永昌-岡山,9324,2,0,2,0.91,15,buy,2026-08-25
8/25,2026-08-25,3551,凱基-站前,0039003200300046,0,2,-2,0.91,15,sell,2026-08-25
8/25,2026-08-25,3552,富邦-斗六,0039003600320047,10,0,10,8.0,1,buy,2026-08-25
8/25,2026-08-25,3552,凱基-大安,9291,0,22,-22,17.6,1,sell,2026-08-25
8/25,2026-08-25,3552,凱基-台北,9268,15,8,7,5.6,2,buy,2026-08-25
8/25,2026-08-25,3552,新加坡商瑞銀,1650,0,19,-19,15.2,2,sell,2026-08-25
8/25,2026-08-25,3552,富邦-中壢,9636,7,0,7,5.6,3,buy,2026-08-25
8/25,2026-08-25,3552,港商野村,1560,0,9,-9,7.2,3,sell,2026-08-25
8/25,2026-08-25,3552,美林,1440,6,1,5,4.0,4,buy,2026-08-25
8/25,2026-08-25,3552,致和證券,7030,0,7,-7,5.6,4,sell,2026-08-25
8/25,2026-08-25,3552,摩根大通,8440,5,0,5,4.0,5,buy,2026-08-25
8/25,2026-08-25,3552,凱基-八德,003900320031004d,1,6,-5,4.0,5,sell,2026-08-25
8/25,2026-08-25,3552,元大-復北,9872,5,0,5,4.0,6,buy,2026-08-25
8/25,2026-08-25,3552,凱基-市政,9239,0,4,-4,3.2,6,sell,2026-08-25
8/25,2026-08-25,3552,元大-板橋,0039003800390043,5,1,4,3.2,7,buy,2026-08-25
8/25,2026-08-25,3552,台新-花蓮,0039004200320079,0,3,-3,2.4,7,sell,2026-08-25
8/25,2026-08-25,3552,花旗環球,1590,4,0,4,3.2,8,buy,2026-08-25
8/25,2026-08-25,3552,富邦-南屯,9666,0,2,-2,1.6,8,sell,2026-08-25
8/25,2026-08-25,3552,永豐金-敦南,0039004100380046,3,0,3,2.4,9,buy,2026-08-25
8/25,2026-08-25,3552,元大-北三重,0039003800390056,0,2,-2,1.6,9,sell,2026-08-25
8/25,2026-08-25,3552,第一金-頭份,0035003300380049,2,0,2,1.6,10,buy,2026-08-25
8/25,2026-08-25,3552,富邦-台北,9623,0,2,-2,1.6,10,sell,2026-08-25
8/25,2026-08-25,3552,臺銀-臺中,0031003000340041,2,0,2,1.6,11,buy,2026-08-25
8/25,2026-08-25,3552,光和-高雄,0036003300380044,0,2,-2,1.6,11,sell,2026-08-25
8/25,2026-08-25,3552,玉山-新莊,8842,2,0,2,1.6,12,buy,2026-08-25
8/25,2026-08-25,3552,宏遠-桃園,1262,0,1,-1,0.8,12,sell,2026-08-25
8/25,2026-08-25,3552,元大-楊梅,0039003800370041,2,0,2,1.6,13,buy,2026-08-25
8/25,2026-08-25,3552,新光-台中,8561,0,1,-1,0.8,13,sell,2026-08-25
8/25,2026-08-25,3552,華南永昌-岡山,9324,1,0,1,0.8,14,buy,2026-08-25
8/25,2026-08-25,3552,元大-中山北路,0039003800300061,0,1,-1,0.8,14,sell,2026-08-25
8/25,2026-08-25,3552,新光,8560,2,1,1,0.8,15,buy,2026-08-25
8/25,2026-08-25,3552,元大-西螺,0039003800310069,0,1,-1,0.8,15,sell,2026-08-25
8/25,2026-08-25,3555,元大-小港,003900380039005a,5,0,5,13.51,1,buy,2026-08-25
8/25,2026-08-25,3555,康和,8450,0,6,-6,16.22,1,sell,2026-08-25
8/25,2026-08-25,3555,台灣摩根士丹利,1470,4,1,3,8.11,2,buy,2026-08-25
8/25,2026-08-25,3555,凱基-虎尾,9236,0,4,-4,10.81,2,sell,2026-08-25
8/25,2026-08-25,3555,合庫-自強,0031003000320043,2,0,2,5.41,3,buy,2026-08-25
8/25,2026-08-25,3555,美商高盛,1480,1,4,-3,8.11,3,sell,2026-08-25
8/25,2026-08-25,3555,國泰-敦南,8888,1,0,1,2.7,4,buy,2026-08-25
8/25,2026-08-25,3555,美林,1440,0,3,-3,8.11,4,sell,2026-08-25
8/25,2026-08-25,3555,兆豐-民生,0037003000300063,1,0,1,2.7,5,buy,2026-08-25
8/25,2026-08-25,3555,康和-仁愛,0038003400350046,1,3,-2,5.41,5,sell,2026-08-25
8/25,2026-08-25,3555,國票-南科,0037003700390065,1,0,1,2.7,6,buy,2026-08-25
8/25,2026-08-25,3555,兆豐-大同,0037003000300053,0,1,-1,2.7,6,sell,2026-08-25
8/25,2026-08-25,3555,新光-桃園,8565,1,0,1,2.7,7,buy,2026-08-25
8/25,2026-08-25,3555,港商野村,1560,0,1,-1,2.7,7,sell,2026-08-25
8/25,2026-08-25,3555,玉山證券,8840,1,0,1,2.7,8,buy,2026-08-25
8/25,2026-08-25,3555,國泰-館前,0038003800380041,0,1,-1,2.7,8,sell,2026-08-25
8/25,2026-08-25,3555,國泰-台南,8884,1,0,1,2.7,9,buy,2026-08-25
8/25,2026-08-25,3555,華南永昌,9300,0,1,-1,2.7,9,sell,2026-08-25
8/25,2026-08-25,3555,群益金鼎-大安,0039003100380065,1,0,1,2.7,10,buy,2026-08-25
8/25,2026-08-25,3555,華南永昌-麻豆,9308,0,1,-1,2.7,10,sell,2026-08-25
8/25,2026-08-25,3555,凱基-科園,9254,1,0,1,2.7,11,buy,2026-08-25
8/25,2026-08-25,3555,富邦-新板,0039003600310048,0,1,-1,2.7,11,sell,2026-08-25
8/25,2026-08-25,3555,華南永昌-南京,9326,1,0,1,2.7,12,buy,2026-08-25
8/25,2026-08-25,3555,元大-內湖民權,9867,0,1,-1,2.7,12,sell,2026-08-25
8/25,2026-08-25,3555,華南永昌-敦南,9347,1,0,1,2.7,13,buy,2026-08-25
8/25,2026-08-25,3555,華南永昌-台中,9302,0,0,0,0.0,13,sell,2026-08-25
8/25,2026-08-25,3555,富邦-南港,0039003600320041,1,0,1,2.7,14,buy,2026-08-25
8/25,2026-08-25,3555,元大-中壢,9834,0,0,0,0.0,14,sell,2026-08-25
8/25,2026-08-25,3555,富邦-仁愛,9676,1,0,1,2.7,15,buy,2026-08-25
8/25,2026-08-25,3555,國票證券,7790,0,0,0,0.0,15,sell,2026-08-25
8/25,2026-08-25,3556,永豐金-亞灣,0039004100390061,10,0,10,3.65,1,buy,2026-08-25
8/25,2026-08-25,3556,富邦-公益,0039003600310046,0,20,-20,7.3,1,sell,2026-08-25
8/25,2026-08-25,3556,統一-城中,5854,8,0,8,2.92,2,buy,2026-08-25
8/25,2026-08-25,3556,新加坡商瑞銀,1650,2,15,-13,4.74,2,sell,2026-08-25
8/25,2026-08-25,3556,摩根大通,8440,6,0,6,2.19,3,buy,2026-08-25
8/25,2026-08-25,3556,富邦-台北,9623,0,10,-10,3.65,3,sell,2026-08-25
8/25,2026-08-25,3556,凱基-台北,9268,31,25,6,2.19,4,buy,2026-08-25
8/25,2026-08-25,3556,國票-新莊,0037003700390047,0,10,-10,3.65,4,sell,2026-08-25
8/25,2026-08-25,3556,兆豐-彰化,0037003000300064,6,0,6,2.19,5,buy,2026-08-25
8/25,2026-08-25,3556,富邦-仁愛,9676,10,20,-10,3.65,5,sell,2026-08-25
8/25,2026-08-25,3556,港商野村,1560,8,3,5,1.82,6,buy,2026-08-25
8/25,2026-08-25,3556,兆豐-台中,7003,0,9,-9,3.28,6,sell,2026-08-25
8/25,2026-08-25,3556,日茂-南投,5962,3,0,3,1.09,7,buy,2026-08-25
8/25,2026-08-25,3556,美商高盛,1480,3,11,-8,2.92,7,sell,2026-08-25
8/25,2026-08-25,3556,凱基-中山,9229,3,0,3,1.09,8,buy,2026-08-25
8/25,2026-08-25,3556,台灣摩根士丹利,1470,0,7,-7,2.55,8,sell,2026-08-25
8/25,2026-08-25,3556,元大-新竹經國,9859,3,0,3,1.09,9,buy,2026-08-25
8/25,2026-08-25,3556,群益金鼎-嘉義,003900310038004d,0,6,-6,2.19,9,sell,2026-08-25
8/25,2026-08-25,3556,元大-新莊,9898,3,0,3,1.09,10,buy,2026-08-25
8/25,2026-08-25,3556,元大-大雅,0039003800330069,1,6,-5,1.82,10,sell,2026-08-25
8/25,2026-08-25,3556,永豐金-桃園,0039004100390078,3,0,3,1.09,11,buy,2026-08-25
8/25,2026-08-25,3556,台新-松德,0039004200320061,0,5,-5,1.82,11,sell,2026-08-25
8/25,2026-08-25,3556,台新-五權西,0039004200320035,3,0,3,1.09,12,buy,2026-08-25
8/25,2026-08-25,3556,國票-南京,003700370039006e,0,4,-4,1.46,12,sell,2026-08-25
8/25,2026-08-25,3556,國泰-板橋,003800380038004b,4,1,3,1.09,13,buy,2026-08-25
8/25,2026-08-25,3556,華南永昌-岡山,9324,0,4,-4,1.46,13,sell,2026-08-25
8/25,2026-08-25,3556,永豐金證券,0039004100300030,3,0,3,1.09,14,buy,2026-08-25
8/25,2026-08-25,3556,元大-永春,9852,0,4,-4,1.46,14,sell,2026-08-25
8/25,2026-08-25,3556,富邦-七賢,003900360031004b,2,0,2,0.73,15,buy,2026-08-25
8/25,2026-08-25,3556,國票-中港,003700370039006d,0,3,-3,1.09,15,sell,2026-08-25
8/25,2026-08-25,3557,富邦-豐原,003900360033004c,2,0,2,22.22,1,buy,2026-08-25
8/25,2026-08-25,3557,花旗環球,1590,0,2,-2,22.22,1,sell,2026-08-25
8/25,2026-08-25,3557,富邦-羅東,9634,1,0,1,11.11,2,buy,2026-08-25
8/25,2026-08-25,3557,美商高盛,1480,0,2,-2,22.22,2,sell,2026-08-25
8/25,2026-08-25,3557,元大證券,9800,1,0,1,11.11,3,buy,2026-08-25
8/25,2026-08-25,3557,凱基-台北,9268,1,2,-1,11.11,3,sell,2026-08-25
8/25,2026-08-25,3557,摩根大通,8440,1,0,1,11.11,4,buy,2026-08-25
8/25,2026-08-25,3557,台灣摩根士丹利,1470,0,1,-1,11.11,4,sell,2026-08-25
8/25,2026-08-25,3557,國泰-板橋,003800380038004b,1,0,1,11.11,5,buy,2026-08-25
8/25,2026-08-25,3557,國票-台中,0037003700390076,0,1,-1,11.11,5,sell,2026-08-25
8/25,2026-08-25,3557,玉山-台南,8847,1,0,1,11.11,6,buy,2026-08-25
8/25,2026-08-25,3557,元大-新盛,9869,0,1,-1,11.11,6,sell,2026-08-25
8/25,2026-08-25,3557,凱基,9200,1,0,1,11.11,7,buy,2026-08-25
8/25,2026-08-25,3557,台新-板橋,0039004200320062,0,0,0,0.0,7,sell,2026-08-25
8/25,2026-08-25,3557,群益金鼎-台中,9184,0,0,0,0.0,8,buy,2026-08-25
8/25,2026-08-25,3557,兆豐-新莊,0037003000300077,0,0,0,0.0,8,sell,2026-08-25
8/25,2026-08-25,3557,群益金鼎-高盛,9105,0,0,0,0.0,9,buy,2026-08-25
8/25,2026-08-25,3557,新光,8560,0,0,0,0.0,10,buy,2026-08-25
8/25,2026-08-25,3558,美林,1440,11,0,11,10.19,1,buy,2026-08-25
8/25,2026-08-25,3558,富邦-花蓮,9621,0,46,-46,42.59,1,sell,2026-08-25
8/25,2026-08-25,3558,摩根大通,8440,9,2,7,6.48,2,buy,2026-08-25
8/25,2026-08-25,3558,統一,5850,0,4,-4,3.7,2,sell,2026-08-25
8/25,2026-08-25,3558,凱基-台北,9268,9,2,7,6.48,3,buy,2026-08-25
8/25,2026-08-25,3558,群益金鼎-館前,0039003100330059,0,3,-3,2.78,3,sell,2026-08-25
8/25,2026-08-25,3558,元大-羅東,0039003800320041,6,0,6,5.56,4,buy,2026-08-25
8/25,2026-08-25,3558,華南永昌-中正,9359,0,3,-3,2.78,4,sell,2026-08-25
8/25,2026-08-25,3558,美商高盛,1480,9,4,5,4.63,5,buy,2026-08-25
8/25,2026-08-25,3558,新加坡商瑞銀,1650,1,3,-2,1.85,5,sell,2026-08-25
8/25,2026-08-25,3558,台灣摩根士丹利,1470,3,0,3,2.78,6,buy,2026-08-25
8/25,2026-08-25,3558,永豐金-松山,0039004100390031,0,2,-2,1.85,6,sell,2026-08-25
8/25,2026-08-25,3558,中國信託,6160,2,0,2,1.85,7,buy,2026-08-25
8/25,2026-08-25,3558,國票證券,7790,0,2,-2,1.85,7,sell,2026-08-25
8/25,2026-08-25,3558,凱基-站前,0039003200300046,2,0,2,1.85,8,buy,2026-08-25
8/25,2026-08-25,3558,元大-嘉義,0039003800390067,0,1,-1,0.93,8,sell,2026-08-25
8/25,2026-08-25,3558,國泰-敦南,8888,2,0,2,1.85,9,buy,2026-08-25
